3996.40794	0.0114345690
3994.47917	0.0115470821
3992.55040	0.0116777057
3990.62163	0.0118268300
3988.69287	0.0119850254
3986.76410	0.0121402182
3984.83533	0.0122932559
3982.90656	0.0124648875
3980.97779	0.0126561765
3979.04902	0.0128574679
3977.12026	0.0130610140
3975.19149	0.0132660428
3973.26272	0.0134844398
3971.33395	0.0137315597
3969.40518	0.0140155796
3967.47641	0.0143211344
3965.54765	0.0146241998
3963.61888	0.0149124479
3961.69011	0.0152134597
3959.76134	0.0155571513
3957.83257	0.0159344375
3955.90380	0.0163398180
3953.97504	0.0167610459
3952.04627	0.0171678718
3950.11750	0.0175706577
3948.18873	0.0180548187
3946.25996	0.0186215192
3944.33120	0.0191729162
3942.40243	0.0197651330
3940.47366	0.0205014218
3938.54489	0.0213019755
3936.61612	0.0220516585
3934.68735	0.0227382053
3932.75859	0.0234585721
3930.82982	0.0243580360
3928.90105	0.0254090279
3926.97228	0.0264569856
3925.04351	0.0275147054
3923.11474	0.0286874864
3921.18598	0.0299233403
3919.25721	0.0311557967
3917.32844	0.0325183757
3915.39967	0.0341155194
3913.47090	0.0357975960
3911.54213	0.0374259688
3909.61337	0.0390040576
3907.68460	0.0404639989
3905.75583	0.0417568423
3903.82706	0.0430913083
3901.89829	0.0446889810
3899.96952	0.0465480015
3898.04076	0.0485283844
3896.11199	0.0503899083
3894.18322	0.0519563816
3892.25445	0.0533366837
3890.32568	0.0548208207
3888.39691	0.0562845841
3886.46815	0.0575064197
3884.53938	0.0587292127
3882.61061	0.0600352585
3880.68184	0.0612941757
3878.75307	0.0625705943
3876.82430	0.0636687428
3874.89554	0.0644924715
3872.96677	0.0652863830
3871.03800	0.0660890713
3869.10923	0.0669360310
3867.18046	0.0678193644
3865.25169	0.0685029849
3863.32293	0.0690903366
3861.39416	0.0698531196
3859.46539	0.0706854090
3857.53662	0.0712558702
3855.60785	0.0712674335
3853.67908	0.0709727854
3851.75032	0.0713816136
3849.82155	0.0723292008
3847.89278	0.0730613694
3845.96401	0.0733063743
3844.03524	0.0731913149
3842.10647	0.0730730072
3840.17771	0.0729306936
3838.24894	0.0724977702
3836.32017	0.0721439719
3834.39140	0.0721447393
3832.46263	0.0722326189
3830.53386	0.0723384321
3828.60510	0.0722769126
3826.67633	0.0719210356
3824.74756	0.0713456720
3822.81879	0.0701965094
3820.89002	0.0688644424
3818.96125	0.0685263202
3817.03249	0.0684763417
3815.10372	0.0680444390
3813.17495	0.0676268265
3811.24618	0.0670491457
3809.31741	0.0662462190
3807.38865	0.0653852820
3805.45988	0.0645285994
3803.53111	0.0634452924
3801.60234	0.0619194992
3799.67357	0.0609682985
3797.74480	0.0609958246
3795.81604	0.0610627048
3793.88727	0.0605506711
3791.95850	0.0596463829
3790.02973	0.0585230365
3788.10096	0.0572445020
3786.17219	0.0564705394
3784.24343	0.0565352514
3782.31466	0.0565407351
3780.38589	0.0555568673
3778.45712	0.0540995076
3776.52835	0.0532280840
3774.59958	0.0528764762
3772.67082	0.0526068732
3770.74205	0.0523005277
3768.81328	0.0519286655
3766.88451	0.0513412096
3764.95574	0.0506897308
3763.02697	0.0502488539
3761.09821	0.0498955846
3759.16944	0.0496218167
3757.24067	0.0495371744
3755.31190	0.0494078211
3753.38313	0.0487550944
3751.45436	0.0474503152
3749.52560	0.0465989783
3747.59683	0.0468086228
3745.66806	0.0470562130
3743.73929	0.0467850380
3741.81052	0.0464658290
3739.88175	0.0460885353
3737.95299	0.0454801209
3736.02422	0.0449952818
3734.09545	0.0450129993
3732.16668	0.0454938039
3730.23791	0.0460564159
3728.30914	0.0462242477
3726.38038	0.0458849072
3724.45161	0.0454690568
3722.52284	0.0455587432
3720.59407	0.0462126993
3718.66530	0.0469050184
3716.73653	0.0471913889
3714.80777	0.0470202118
3712.87900	0.0465546288
3710.95023	0.0461724512
3709.02146	0.0463195927
3707.09269	0.0465807654
3705.16392	0.0462250225
3703.23516	0.0459079556
3701.30639	0.0463727005
3699.37762	0.0469358452
3697.44885	0.0480170324
3695.52008	0.0500287972
3693.59131	0.0512166210
3691.66255	0.0511511788
3689.73378	0.0520743839
3687.80501	0.0549679250
3685.87624	0.0579631925
3683.94747	0.0600166805
3682.01870	0.0616481639
3680.08994	0.0633317381
3678.16117	0.0650203899
3676.23240	0.0672786310
3674.30363	0.0706095397
3672.37486	0.0741478354
3670.44609	0.0780309886
3668.51733	0.0823130310
3666.58856	0.0861206874
3664.65979	0.0897206366
3662.73102	0.0939461365
3660.80225	0.0988988429
3658.87349	0.1035644338
3656.94472	0.1080163047
3655.01595	0.1131559312
3653.08718	0.1181166694
3651.15841	0.1224916875
3649.22964	0.1278237104
3647.30088	0.1348050684
3645.37211	0.1415785551
3643.44334	0.1471383125
3641.51457	0.1520470530
3639.58580	0.1572249979
3637.65703	0.1626856923
3635.72827	0.1681212187
3633.79950	0.1737384945
3631.87073	0.1790559143
3629.94196	0.1845571399
3628.01319	0.1912216395
3626.08442	0.1972726285
3624.15566	0.2019289732
3622.22689	0.2062304318
3620.29812	0.2115567327
3618.36935	0.2183790654
3616.44058	0.2248942107
3614.51181	0.2303556204
3612.58305	0.2355276197
3610.65428	0.2403593957
3608.72551	0.2452785671
3606.79674	0.2509251237
3604.86797	0.2565963864
3602.93920	0.2620033920
3601.01044	0.2675386369
3599.08167	0.2729352415
3597.15290	0.2777246237
3595.22413	0.2824954093
3593.29536	0.2877970338
3591.36659	0.2930098176
3589.43783	0.2980305254
3587.50906	0.3038630486
3585.58029	0.3102109730
3583.65152	0.3156243563
3581.72275	0.3201659024
3579.79398	0.3248203397
3577.86522	0.3302372098
3575.93645	0.3359757662
3574.00768	0.3412899077
3572.07891	0.3458844125
3570.15014	0.3498290777
3568.22137	0.3543650210
3566.29261	0.3602028489
3564.36384	0.3659838438
3562.43507	0.3710607886
3560.50630	0.3759510517
3558.57753	0.3806824684
3556.64876	0.3850296438
3554.72000	0.3892349899
3552.79123	0.3936694264
3550.86246	0.3981807828
3548.93369	0.4023612440
3547.00492	0.4067361653
3545.07615	0.4116097391
3543.14739	0.4161033630
3541.21862	0.4198089540
3539.28985	0.4231811762
3537.36108	0.4268114865
3535.43231	0.4306178093
3533.50354	0.4340230227
3531.57478	0.4369248450
3529.64601	0.4398468733
3527.71724	0.4431307912
3525.78847	0.4464880228
3523.85970	0.4496888220
3521.93094	0.4526056945
3520.00217	0.4551638067
3518.07340	0.4575581253
3516.14463	0.4598859847
3514.21586	0.4619818628
3512.28709	0.4638631046
3510.35833	0.4658800662
3508.42956	0.4679845572
3506.50079	0.4697147012
3504.57202	0.4713839591
3502.64325	0.4734442532
3500.71448	0.4752192199
3498.78572	0.4764101207
3496.85695	0.4776096344
3494.92818	0.4789357483
3492.99941	0.4800707102
3491.07064	0.4809879363
3489.14187	0.4820028841
3487.21311	0.4831274152
3485.28434	0.4839817882
3483.35557	0.4847238660
3481.42680	0.4858403504
3479.49803	0.4869006574
3477.56926	0.4874285161
3475.64050	0.4879229069
3473.71173	0.4887062609
3471.78296	0.4896497428
3469.85419	0.4906244576
3467.92542	0.4913698137
3465.99665	0.4916999638
3464.06789	0.4918589294
3462.13912	0.4922915399
3460.21035	0.4929514527
3458.28158	0.4934768081
3456.35281	0.4938930571
3454.42404	0.4943579137
3452.49528	0.4947927296
3450.56651	0.4950678647
3448.63774	0.4954071939
3446.70897	0.4960916340
3444.78020	0.4967689216
3442.85143	0.4972259700
3440.92267	0.4977555275
3438.99390	0.4984260499
3437.06513	0.4990890622
3435.13636	0.4994990826
3433.20759	0.4996350408
3431.27882	0.4998107553
3429.35006	0.5000492930
3427.42129	0.5001326799
3425.49252	0.5000907779
3423.56375	0.5001180768
3421.63498	0.5003674030
3419.70621	0.5007266402
3417.77745	0.5009046793
3415.84868	0.5009809732
3413.91991	0.5011498928
3411.99114	0.5012874007
3410.06237	0.5012880564
3408.13360	0.5011987686
3406.20484	0.5010945797
3404.27607	0.5011904836
3402.34730	0.5015262961
3400.41853	0.5016323924
3398.48976	0.5013008118
3396.56099	0.5009208322
3394.63223	0.5008057356
3392.70346	0.5009095669
3390.77469	0.5008542538
3388.84592	0.5004321933
3386.91715	0.5000029206
3384.98839	0.4998232126
3383.05962	0.4997474551
3381.13085	0.4996399879
3379.20208	0.4995014071
3377.27331	0.4993789792
3375.34454	0.4992564619
3373.41578	0.4991529882
3371.48701	0.4991407990
3369.55824	0.4991481602
3367.62947	0.4990483224
3365.70070	0.4988536239
3363.77193	0.4986668229
3361.84317	0.4985466599
3359.91440	0.4984637499
3357.98563	0.4983570874
3356.05686	0.4982600808
3354.12809	0.4981994629
3352.19932	0.4981435239
3350.27056	0.4980818331
3348.34179	0.4979645312
3346.41302	0.4977969825
3344.48425	0.4976157248
3342.55548	0.4974083006
3340.62671	0.4971462190
3338.69795	0.4968517423
3336.76918	0.4965892136
3334.84041	0.4962970912
3332.91164	0.4958794415
3330.98287	0.4953501225
3329.05410	0.4947653413
3327.12534	0.4941435158
3325.19657	0.4935044646
3323.26780	0.4928252101
3321.33903	0.4920303822
3319.41026	0.4911336005
3317.48149	0.4901548028
3315.55273	0.4890699387
3313.62396	0.4878642857
3311.69519	0.4865239263
3309.76642	0.4850685298
3307.83765	0.4835555553
3305.90888	0.4820109904
3303.98012	0.4804279804
3302.05135	0.4787570834
3300.12258	0.4768940806
3298.19381	0.4748506844
3296.26504	0.4726981521
3294.33627	0.4704556763
3292.40751	0.4681545794
3290.47874	0.4657927155
3288.54997	0.4632932246
3286.62120	0.4605886042
3284.69243	0.4577093124
3282.76366	0.4547066987
3280.83490	0.4515908062
3278.90613	0.4483375847
3276.97736	0.4449541271
3275.04859	0.4414958656
3273.11982	0.4379634261
3271.19105	0.4343634248
3269.26229	0.4307366908
3267.33352	0.4270552695
3265.40475	0.4232636392
3263.47598	0.4193597138
3261.54721	0.4153448045
3259.61844	0.4112258852
3257.68968	0.4070307910
3255.76091	0.4028153419
3253.83214	0.3986347020
3251.90337	0.3944265246
3249.97460	0.3901103437
3248.04583	0.3857384324
3246.11707	0.3814360201
3244.18830	0.3772160113
3242.25953	0.3729707301
3240.33076	0.3686696291
3238.40199	0.3643475771
3236.47323	0.3599930704
3234.54446	0.3556263149
3232.61569	0.3513539732
3230.68692	0.3471858501
3228.75815	0.3430123925
3226.82938	0.3388008475
3224.90062	0.3345735967
3222.97185	0.3303368986
3221.04308	0.3261053562
3219.11431	0.3219055831
3217.18554	0.3177376091
3215.25677	0.3135853410
3213.32801	0.3094537556
3211.39924	0.3053363562
3209.47047	0.3012267351
3207.54170	0.2971419394
3205.61293	0.2930975854
3203.68416	0.2890851796
3201.75540	0.2850846946
3199.82663	0.2810952663
3197.89786	0.2771396935
3195.96909	0.2732359767
3194.04032	0.2693653405
3192.11155	0.2655136585
3190.18279	0.2617005110
3188.25402	0.2579403818
3186.32525	0.2542262077
3184.39648	0.2505488694
3182.46771	0.2469117641
3180.53894	0.2433239222
3178.61018	0.2398003638
3176.68141	0.2363507897
3174.75264	0.2329616100
3172.82387	0.2296204418
3170.89510	0.2263368666
3168.96633	0.2231245339
3167.03757	0.2199812382
3165.10880	0.2169012576
3163.18003	0.2138826251
3161.25126	0.2109278888
3159.32249	0.2080373913
3157.39372	0.2051895857
3155.46496	0.2023358643
3153.53619	0.1995160580
3151.60742	0.1968934387
3149.67865	0.1944721639
3147.74988	0.1920783371
3145.82111	0.1896555573
3143.89235	0.1872308552
3141.96358	0.1847861707
3140.03481	0.1823825091
3138.10604	0.1801567376
3136.17727	0.1780799180
3134.24850	0.1760023683
3132.31974	0.1738866270
3130.39097	0.1718071252
3128.46220	0.1698271632
3126.53343	0.1679160893
3124.60466	0.1659832895
3122.67589	0.1639728099
3120.74713	0.1619634330
3118.81836	0.1600957811
3116.88959	0.1584149599
3114.96082	0.1569202095
3113.03205	0.1555137932
3111.10328	0.1540078968
3109.17452	0.1524358690
3107.24575	0.1509818286
3105.31698	0.1496169865
3103.38821	0.1482011229
3101.45944	0.1467468739
3099.53068	0.1453793943
3097.60191	0.1441389024
3095.67314	0.1429385841
3093.74437	0.1416999996
3091.81560	0.1404315233
3089.88683	0.1392253190
3087.95807	0.1380882561
3086.02930	0.1369211972
3084.10053	0.1357434690
3082.17176	0.1346036494
3080.24299	0.1334972382
3078.31422	0.1325084269
3076.38546	0.1316864491
3074.45669	0.1309007704
3072.52792	0.1300339848
3070.59915	0.1290895343
3068.67038	0.1281271726
3066.74161	0.1272628754
3064.81285	0.1265379041
3062.88408	0.1258451343
3060.95531	0.1250790954
3059.02654	0.1242077425
3057.09777	0.1232918203
3055.16900	0.1224273443
3053.24024	0.1216179729
3051.31147	0.1208575293
3049.38270	0.1201877221
3047.45393	0.1195656061
3045.52516	0.1189428121
3043.59639	0.1183803380
3041.66763	0.1179592460
3039.73886	0.1176741049
3037.81009	0.1173909903
3035.88132	0.1170408726
3033.95255	0.1167514548
3032.02378	0.1165959537
3030.09502	0.1164897904
3028.16625	0.1163474023
3026.23748	0.1161621138
3024.30871	0.1160259247
3022.37994	0.1159956902
3020.45117	0.1160197034
3018.52241	0.1160780638
3016.59364	0.1161805466
3014.66487	0.1163546443
3012.73610	0.1166905984
3010.80733	0.1172482073
3008.87856	0.1179572418
3006.94980	0.1186837330
3005.02103	0.1194023788
3003.09226	0.1201884374
3001.16349	0.1210595518
2999.23472	0.1219915822
2997.30595	0.1230428517
2995.37719	0.1242372766
2993.44842	0.1255262345
2991.51965	0.1269485056
2989.59088	0.1284799427
2987.66211	0.1299883425
2985.73334	0.1314310431
2983.80458	0.1328261048
2981.87581	0.1342142820
2979.94704	0.1356691718
2978.01827	0.1371718645
2976.08950	0.1386098862
2974.16073	0.1399713606
2972.23197	0.1412997395
2970.30320	0.1425406337
2968.37443	0.1436109692
2966.44566	0.1444403678
2964.51689	0.1449707896
2962.58813	0.1452455670
2960.65936	0.1453842819
2958.73059	0.1454474926
2956.80182	0.1454155743
2954.87305	0.1452710330
2952.94428	0.1451166123
2951.01552	0.1450867504
2949.08675	0.1451435089
2947.15798	0.1452394575
2945.22921	0.1454639584
2943.30044	0.1458461732
2941.37167	0.1462385654
2939.44291	0.1464779228
2937.51414	0.1465263516
2935.58537	0.1464039385
2933.65660	0.1461047232
2931.72783	0.1456220746
2929.79906	0.1450434029
2927.87030	0.1444415301
2925.94153	0.1437356174
2924.01276	0.1428914517
2922.08399	0.1419854611
2920.15522	0.1410400420
2918.22645	0.1400373280
2916.29769	0.1389954239
2914.36892	0.1379861236
2912.44015	0.1370917112
2910.51138	0.1362640411
2908.58261	0.1353810430
2906.65384	0.1344294995
2904.72508	0.1334630549
2902.79631	0.1325522959
2900.86754	0.1317487508
2898.93877	0.1309962422
2897.01000	0.1302371323
2895.08123	0.1295168847
2893.15247	0.1288630217
2891.22370	0.1282665879
2889.29493	0.1277699918
2887.36616	0.1273570955
2885.43739	0.1269593239
2883.50862	0.1265697479
2881.57986	0.1261552572
2879.65109	0.1256549209
2877.72232	0.1250276864
2875.79355	0.1242004782
2873.86478	0.1232157052
2871.93601	0.1222288683
2870.00725	0.1211910620
2868.07848	0.1200255901
2866.14971	0.1189047545
2864.22094	0.1179488525
2862.29217	0.1170708686
2860.36340	0.1162126139
2858.43464	0.1153989956
2856.50587	0.1146656424
2854.57710	0.1140816435
2852.64833	0.1135959923
2850.71956	0.1130879894
2848.79079	0.1126209274
2846.86203	0.1122855619
2844.93326	0.1121127531
2843.00449	0.1120421514
2841.07572	0.1119085550
2839.14695	0.1117923781
2837.21818	0.1119010150
2835.28942	0.1121549755
2833.36065	0.1124876589
2831.43188	0.1129220352
2829.50311	0.1132798046
2827.57434	0.1135027632
2825.64557	0.1137688607
2823.71681	0.1142760515
2821.78804	0.1151371300
2819.85927	0.1161247343
2817.93050	0.1168522313
2816.00173	0.1172919497
2814.07297	0.1178242266
2812.14420	0.1187855676
2810.21543	0.1201439574
2808.28666	0.1216812432
2806.35789	0.1230726093
